,Unnamed: 0,bodyId,instance,type,pre,post,downstream,upstream,mito,size,status,cropped,statusLabel,cellBodyFiber,somaRadius,somaLocation,roiInfo,notes,inputRois,outputRois
1449,54753,1918673998,,,0,19,0,19,7,3596829,Traced,True,Leaves,,,,"{'AL(L)': {'post': 19}, 'AL-DC4(L)': {'post': 7}, 'AL-DC2(L)': {'post': 10}}",,"['AL(L)', 'AL-DC2(L)', 'AL-DC4(L)']",[]
1450,57258,1970857820,,,56,10,414,10,6,26989546,Traced,True,Leaves,,,,"{'VMNP': {'pre': 56, 'post': 10, 'downstream': 414, 'upstream': 10, 'mito': 6, 'dark': 6}, 'VES(L)': {'pre': 56, 'post': 10, 'downstream': 414, 'upstream': 10, 'mito': 6, 'dark': 6}}",,"['VES(L)', 'VMNP']","['VES(L)', 'VMNP']"
1451,67685,2214065363,,,0,48,0,48,3,7342457,Traced,True,Leaves,,,,"{'OL(R)': {'post': 48}, 'LO(R)': {'post': 48}}",,"['LO(R)', 'OL(R)']",[]
1452,8959,550417568,,,11,20,90,20,3,11562265,Traced,True,Leaves,,,,"{'SNP(L)': {'pre': 11, 'post': 20, 'downstream': 90, 'upstream': 20, 'mito': 3, 'dark': 3}, 'SMP(L)': {'pre': 6, 'post': 18, 'downstream': 54, 'upstream': 18, 'mito': 3, 'dark': 3}, 'SIP(L)': {'pre': 5, 'post': 2, 'downstream': 36, 'upstream': 2}}",,"['SIP(L)', 'SMP(L)', 'SNP(L)']","['SIP(L)', 'SMP(L)', 'SNP(L)']"
1453,77321,2402018926,,,41,94,284,94,15,35383921,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 41, 'post': 94, 'downstream': 284, 'upstream': 94, 'mito': 15, 'dark': 12, 'medium': 3}, 'LO(R)': {'pre': 41, 'post': 94, 'downstream': 284, 'upstream': 94, 'mito': 15, 'dark': 12, 'medium': 3}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1454,9937,582823095,,,18,12,127,12,6,16461033,Traced,True,Leaves,,,,"{'SNP(L)': {'pre': 18, 'post': 12, 'downstream': 127, 'upstream': 12, 'mito': 6, 'dark': 4, 'medium': 2}, 'SIP(L)': {'pre': 16, 'post': 9, 'downstream': 115, 'upstream': 9, 'mito': 5, 'dark': 4, 'medium': 1}, 'SMP(L)': {'pre': 2, 'post': 3, 'downstream': 12, 'upstream': 3, 'mito': 1, 'medium': 1}}",,"['SIP(L)', 'SMP(L)', 'SNP(L)']","['SIP(L)', 'SMP(L)', 'SNP(L)']"
1455,91389,5813008516,,,0,44,0,44,11,21163444,Traced,True,Leaves,,,,{'GNG': {'post': 44}},,['GNG'],[]
1456,52048,1873034902,,,47,95,332,95,23,52476169,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 47, 'post': 95, 'downstream': 332, 'upstream': 95, 'mito': 23, 'dark': 22, 'medium': 1}, 'LO(R)': {'pre': 47, 'post': 95, 'downstream': 332, 'upstream': 95, 'mito': 23, 'dark': 22, 'medium': 1}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1457,43568,1701110354,,,68,165,252,165,54,54014446,Traced,True,Leaves,,,,"{'AL(L)': {'pre': 68, 'post': 165, 'downstream': 252, 'upstream': 165, 'mito': 54, 'dark': 53, 'medium': 1}, 'AL-DL5(L)': {'pre': 27, 'post': 67, 'downstream': 107, 'upstream': 67, 'mito': 18, 'dark': 17, 'medium': 1}, 'AL-D(L)': {'post': 1, 'upstream': 1}, 'AL-DA2(L)': {'pre': 2, 'post': 10, 'downstream': 5, 'upstream': 10, 'mito': 2, 'dark': 2}, 'AL-DC1(L)': {'pre': 14, 'post': 29, 'downstream': 51, 'upstream': 29, 'mito': 14, 'dark': 14}, 'AL-DA4m(L)': {'pre': 5, 'post': 9, 'downstream': 14, 'upstream': 9, 'mito': 2, 'dark': 2}, 'AL-DP1m(L)': {'pre': 4, 'post': 11, 'downstream': 15, 'upstream': 11, 'mito': 7, 'dark': 7}, 'AL-DA3(L)': {'pre': 1, 'post': 3, 'downstream': 3, 'upstream': 3, 'mito': 2, 'dark': 2}}",,"['AL(L)', 'AL-D(L)', 'AL-DA2(L)', 'AL-DA3(L)', 'AL-DA4m(L)', 'AL-DC1(L)', 'AL-DL5(L)', 'AL-DP1m(L)']","['AL(L)', 'AL-DA2(L)', 'AL-DA3(L)', 'AL-DA4m(L)', 'AL-DC1(L)', 'AL-DL5(L)', 'AL-DP1m(L)']"
1458,25405,1203484926,,,149,412,615,412,61,87349945,Traced,True,Leaves,,,,"{'MB(L)': {'pre': 149, 'post': 412, 'downstream': 615, 'upstream': 412, 'mito': 61, 'dark': 59, 'light': 1, 'medium': 1}, 'gL(L)': {'pre': 149, 'post': 412, 'downstream': 615, 'upstream': 412, 'mito': 61, 'dark': 59, 'light': 1, 'medium': 1}}",,"['MB(L)', 'gL(L)']","['MB(L)', 'gL(L)']"
1459,92417,5813020535,,,109,746,654,746,167,490588811,Traced,True,Leaves,,,,"{'INP': {'pre': 4, 'post': 51, 'downstream': 20, 'upstream': 51, 'mito': 12, 'dark': 12}, 'IB': {'pre': 4, 'post': 51, 'downstream': 20, 'upstream': 51, 'mito': 12, 'dark': 12}, 'VMNP': {'pre': 103, 'post': 678, 'downstream': 623, 'upstream': 678, 'mito': 143, 'dark': 142, 'medium': 1}, 'SPS(R)': {'pre': 63, 'post': 457, 'downstream': 370, 'upstream': 457, 'mito': 83, 'dark': 82, 'medium': 1}, 'IPS(R)': {'pre': 40, 'post': 221, 'downstream': 253, 'upstream': 221, 'mito': 60, 'dark': 60}, 'GNG': {'pre': 1, 'post': 7, 'downstream': 6, 'upstream': 7, 'mito': 2, 'dark': 2}}",,"['GNG', 'IB', 'INP', 'IPS(R)', 'SPS(R)', 'VMNP']","['GNG', 'IB', 'INP', 'IPS(R)', 'SPS(R)', 'VMNP']"
1460,81854,2493098799,,,0,26,0,26,4,4703092,Traced,True,Leaves,,,,"{'OL(R)': {'post': 26}, 'LO(R)': {'post': 26}}",,"['LO(R)', 'OL(R)']",[]
1461,11753,671510847,,,6,2,53,2,2,4838053,Traced,True,Leaves,,,,"{'SNP(L)': {'pre': 6, 'post': 2, 'downstream': 53, 'upstream': 2, 'mito': 2, 'dark': 2}, 'SIP(L)': {'pre': 6, 'post': 2, 'downstream': 53, 'upstream': 2, 'mito': 2, 'dark': 2}}",,"['SIP(L)', 'SNP(L)']","['SIP(L)', 'SNP(L)']"
1462,36619,1529579071,,,1,31,6,31,11,9923628,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 1, 'post': 31, 'downstream': 6, 'upstream': 31, 'mito': 11, 'dark': 11}, 'LO(R)': {'pre': 1, 'post': 31, 'downstream': 6, 'upstream': 31, 'mito': 11, 'dark': 11}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1463,55340,1934033608,,,3,2,17,2,2,2579831,Traced,True,Leaves,,,,"{'VMNP': {'pre': 3, 'post': 2, 'downstream': 17, 'upstream': 2, 'mito': 2, 'dark': 2}, 'SPS(L)': {'pre': 3, 'post': 2, 'downstream': 17, 'upstream': 2, 'mito': 2, 'dark': 2}}",,"['SPS(L)', 'VMNP']","['SPS(L)', 'VMNP']"
1464,95479,5813060908,LLPC3,LLPC3,37,35,265,35,17,42215270,Traced,False,Roughly traced,,,,"{'VLNP(R)': {'pre': 37, 'post': 35, 'downstream': 265, 'upstream': 35, 'mito': 11, 'dark': 11}, 'PLP(R)': {'pre': 37, 'post': 35, 'downstream': 265, 'upstream': 35, 'mito': 11, 'dark': 11}}",,"['PLP(R)', 'VLNP(R)']","['PLP(R)', 'VLNP(R)']"
1465,59793,2028153129,,,4,9,23,9,1,2934375,Traced,True,Leaves,,,,"{'VMNP': {'pre': 4, 'post': 9, 'downstream': 23, 'upstream': 9, 'mito': 1, 'dark': 1}, 'SPS(L)': {'pre': 4, 'post': 9, 'downstream': 23, 'upstream': 9, 'mito': 1, 'dark': 1}}",,"['SPS(L)', 'VMNP']","['SPS(L)', 'VMNP']"
1466,27966,1282663185,,,81,102,554,102,16,53049186,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 81, 'post': 102, 'downstream': 554, 'upstream': 102, 'mito': 16, 'dark': 16}, 'LO(R)': {'pre': 81, 'post': 102, 'downstream': 554, 'upstream': 102, 'mito': 16, 'dark': 16}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1467,65120,2150660898,,,78,55,595,55,10,39202870,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 78, 'post': 55, 'downstream': 595, 'upstream': 55, 'mito': 10, 'dark': 10}, 'LO(R)': {'pre': 78, 'post': 55, 'downstream': 595, 'upstream': 55, 'mito': 10, 'dark': 10}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1468,55362,1934180719,,,1,130,3,130,61,287223094,Traced,True,Leaves,PVL02,331.0,"[11810, 10441, 33984]","{'VLNP(R)': {'post': 86}, 'PLP(R)': {'post': 25}, 'VMNP': {'post': 22}, 'IPS(R)': {'post': 20}, 'SPS(R)': {'post': 2}, 'WED(R)': {'post': 61}, 'GNG': {'post': 21}}",,"['GNG', 'IPS(R)', 'PLP(R)', 'SPS(R)', 'VLNP(R)', 'VMNP', 'WED(R)']",[]
1469,923,270443227,,,36,106,121,106,17,25899471,Traced,True,Leaves,,,,"{'MB(L)': {'pre': 34, 'post': 100, 'downstream': 117, 'upstream': 100, 'mito': 16, 'dark': 16}, 'aL(L)': {'pre': 33, 'post': 100, 'downstream': 114, 'upstream': 100, 'mito': 15, 'dark': 15}, 'SNP(L)': {'pre': 2, 'post': 6, 'downstream': 4, 'upstream': 6, 'mito': 1, 'dark': 1}, 'SIP(L)': {'pre': 2, 'post': 6, 'downstream': 4, 'upstream': 6, 'mito': 1, 'dark': 1}, ""a'L(L)"": {'pre': 1, 'downstream': 3, 'mito': 1, 'dark': 1}}",,"['MB(L)', 'SIP(L)', 'SNP(L)', 'aL(L)']","['MB(L)', 'SIP(L)', 'SNP(L)', ""a'L(L)"", 'aL(L)']"
1470,47334,1780941170,,,88,75,643,75,13,60321085,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 88, 'post': 75, 'downstream': 643, 'upstream': 75, 'mito': 13, 'dark': 13}, 'LO(R)': {'pre': 88, 'post': 75, 'downstream': 643, 'upstream': 75, 'mito': 13, 'dark': 13}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1471,28550,1290836353,,,0,34,0,34,8,11697589,Traced,True,Leaves,,,,"{'INP': {'post': 34}, 'ICL(L)': {'post': 34}}",,"['ICL(L)', 'INP']",[]
1472,81613,2491366658,,,1,83,2,83,3,10041950,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 1, 'post': 83, 'downstream': 2, 'upstream': 83, 'mito': 3, 'dark': 3}, 'LOP(R)': {'pre': 1, 'post': 83, 'downstream': 2, 'upstream': 83, 'mito': 3, 'dark': 3}}",,"['LOP(R)', 'OL(R)']","['LOP(R)', 'OL(R)']"
1473,11791,672283773,AVLP432_R,AVLP432,1111,4264,7850,4264,666,2269933038,Traced,False,Roughly traced,AVL25,381.5,"[1604, 27096, 19024]","{'SNP(R)': {'pre': 299, 'post': 772, 'downstream': 2353, 'upstream': 772, 'mito': 110, 'dark': 109, 'light': 1}, 'SLP(R)': {'pre': 299, 'post': 772, 'downstream': 2353, 'upstream': 772, 'mito': 110, 'dark': 109, 'light': 1}, 'INP': {'pre': 23, 'post': 32, 'downstream': 180, 'upstream': 32, 'mito': 12, 'dark': 12}, 'SCL(R)': {'pre': 23, 'post': 32, 'downstream': 180, 'upstream': 32, 'mito': 12, 'dark': 12}, 'LH(R)': {'pre': 4, 'post': 30, 'downstream': 31, 'upstream': 30, 'mito': 4, 'dark': 4}, 'VLNP(R)': {'pre': 785, 'post': 3430, 'downstream': 5286, 'upstream': 3430, 'mito': 455, 'dark': 450, 'medium': 5}, 'AVLP(R)': {'pre': 776, 'post': 3383, 'downstream': 5219, 'upstream': 3383, 'mito': 451, 'dark': 446, 'medium': 5}, 'PVLP(R)': {'pre': 9, 'post': 47, 'downstream': 67, 'upstream': 47, 'mito': 4, 'dark': 4}}",,"['AVLP(R)', 'INP', 'LH(R)', 'PVLP(R)', 'SCL(R)', 'SLP(R)', 'SNP(R)', 'VLNP(R)']","['AVLP(R)', 'INP', 'LH(R)', 'PVLP(R)', 'SCL(R)', 'SLP(R)', 'SNP(R)', 'VLNP(R)']"
1474,75374,2368950613,,,35,18,281,18,5,15177513,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 35, 'post': 18, 'downstream': 281, 'upstream': 18, 'mito': 5, 'dark': 4, 'medium': 1}, 'LO(R)': {'pre': 35, 'post': 18, 'downstream': 281, 'upstream': 18, 'mito': 5, 'dark': 4, 'medium': 1}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1475,97787,5901227512,,,462,152,4178,152,157,424583672,Traced,True,Leaves,,,,"{'VMNP': {'pre': 455, 'post': 149, 'downstream': 4121, 'upstream': 149, 'mito': 131, 'dark': 77, 'light': 1, 'medium': 53}, 'VES(R)': {'pre': 373, 'post': 96, 'downstream': 3406, 'upstream': 96, 'mito': 85, 'dark': 42, 'light': 1, 'medium': 42}, 'VES(L)': {'pre': 82, 'post': 53, 'downstream': 715, 'upstream': 53, 'mito': 46, 'dark': 35, 'medium': 11}, 'LX(L)': {'pre': 7, 'post': 2, 'downstream': 57, 'upstream': 2, 'mito': 3, 'dark': 2, 'medium': 1}, 'LAL(L)': {'pre': 7, 'post': 2, 'downstream': 57, 'upstream': 2, 'mito': 3, 'dark': 2, 'medium': 1}}",,"['LAL(L)', 'LX(L)', 'VES(L)', 'VES(R)', 'VMNP']","['LAL(L)', 'LX(L)', 'VES(L)', 'VES(R)', 'VMNP']"
1476,29478,1319923967,LC16,LC16,171,261,1029,261,86,207886802,Traced,False,Roughly traced,,,,"{'VLNP(R)': {'pre': 154, 'post': 155, 'downstream': 936, 'upstream': 155, 'mito': 36, 'dark': 36}, 'PVLP(R)': {'pre': 154, 'post': 151, 'downstream': 936, 'upstream': 151, 'mito': 36, 'dark': 36}, 'AVLP(R)': {'post': 4, 'upstream': 4}, 'OL(R)': {'pre': 17, 'post': 106, 'downstream': 93, 'upstream': 106, 'mito': 39, 'dark': 39}, 'LO(R)': {'pre': 17, 'post': 106, 'downstream': 93, 'upstream': 106, 'mito': 39, 'dark': 39}}",,"['AVLP(R)', 'LO(R)', 'OL(R)', 'PVLP(R)', 'VLNP(R)']","['LO(R)', 'OL(R)', 'PVLP(R)', 'VLNP(R)']"
1477,19473,981547981,LHAD1i2_b_R,LHAD1i2_b,178,339,1592,339,123,386233281,Traced,False,Roughly traced,ADL03,216.0,"[4033, 26674, 13760]","{'SNP(R)': {'pre': 166, 'post': 208, 'downstream': 1531, 'upstream': 208, 'mito': 81, 'dark': 80, 'medium': 1}, 'SLP(R)': {'pre': 148, 'post': 201, 'downstream': 1365, 'upstream': 201, 'mito': 77, 'dark': 76, 'medium': 1}, 'SIP(R)': {'pre': 18, 'post': 7, 'downstream': 166, 'upstream': 7, 'mito': 4, 'dark': 4}, 'LH(R)': {'pre': 9, 'post': 119, 'downstream': 52, 'upstream': 119, 'mito': 24, 'dark': 24}, 'INP': {'pre': 1, 'post': 4, 'downstream': 6, 'upstream': 4, 'mito': 5, 'dark': 5}, 'SCL(R)': {'pre': 1, 'post': 4, 'downstream': 6, 'upstream': 4, 'mito': 5, 'dark': 5}, 'VLNP(R)': {'pre': 2, 'post': 8, 'downstream': 3, 'upstream': 8, 'mito': 6, 'dark': 5, 'medium': 1}, 'AVLP(R)': {'pre': 2, 'post': 8, 'downstream': 3, 'upstream': 8, 'mito': 6, 'dark': 5, 'medium': 1}}",,"['AVLP(R)', 'INP', 'LH(R)', 'SCL(R)', 'SIP(R)', 'SLP(R)', 'SNP(R)', 'VLNP(R)']","['AVLP(R)', 'INP', 'LH(R)', 'SCL(R)', 'SIP(R)', 'SLP(R)', 'SNP(R)', 'VLNP(R)']"
1478,4669,420450308,,,9,17,63,17,5,14007797,Traced,True,Leaves,,,,"{'SNP(L)': {'pre': 9, 'post': 17, 'downstream': 63, 'upstream': 17, 'mito': 5, 'dark': 3, 'medium': 2}, 'SMP(L)': {'pre': 9, 'post': 17, 'downstream': 63, 'upstream': 17, 'mito': 5, 'dark': 3, 'medium': 2}}",,"['SMP(L)', 'SNP(L)']","['SMP(L)', 'SNP(L)']"
1479,45637,1748304380,LLPC2a,LLPC2a,68,62,450,62,19,75662694,Traced,False,Roughly traced,,,,"{'VLNP(R)': {'pre': 67, 'post': 59, 'downstream': 447, 'upstream': 59, 'mito': 13, 'dark': 13}, 'PLP(R)': {'pre': 67, 'post': 59, 'downstream': 447, 'upstream': 59, 'mito': 13, 'dark': 13}}",,"['PLP(R)', 'VLNP(R)']","['PLP(R)', 'VLNP(R)']"
1480,55490,1935773398,,,21,19,150,19,4,11664468,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 21, 'post': 19, 'downstream': 150, 'upstream': 19, 'mito': 4, 'dark': 4}, 'LO(R)': {'pre': 21, 'post': 19, 'downstream': 150, 'upstream': 19, 'mito': 4, 'dark': 4}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1481,50718,1845371613,,,6,5,30,5,1,3184322,Traced,True,Leaves,,,,"{'VMNP': {'pre': 6, 'post': 5, 'downstream': 30, 'upstream': 5, 'mito': 1, 'dark': 1}, 'SPS(L)': {'pre': 6, 'post': 5, 'downstream': 30, 'upstream': 5, 'mito': 1, 'dark': 1}}",,"['SPS(L)', 'VMNP']","['SPS(L)', 'VMNP']"
1482,89515,5812996772,,,75,309,383,309,67,65209171,Traced,True,Leaves,,,,"{'AL(L)': {'pre': 75, 'post': 309, 'downstream': 383, 'upstream': 309, 'mito': 67, 'dark': 61, 'light': 3, 'medium': 3}, 'AL-DM1(L)': {'pre': 1, 'post': 15, 'downstream': 6, 'upstream': 15, 'mito': 1, 'dark': 1}, 'AL-DM4(L)': {'pre': 69, 'post': 286, 'downstream': 352, 'upstream': 286, 'mito': 59, 'dark': 53, 'light': 3, 'medium': 3}, 'AL-DP1m(L)': {'pre': 4, 'post': 6, 'downstream': 21, 'upstream': 6, 'mito': 4, 'dark': 4}}",,"['AL(L)', 'AL-DM1(L)', 'AL-DM4(L)', 'AL-DP1m(L)']","['AL(L)', 'AL-DM1(L)', 'AL-DM4(L)', 'AL-DP1m(L)']"
1483,17642,911599971,,,0,23,0,23,5,7468811,Traced,True,Leaves,,,,"{'MB(L)': {'post': 23}, 'CA(L)': {'post': 23}}",,"['CA(L)', 'MB(L)']",[]
1484,6231,481881817,,,2,27,12,27,9,20222438,Traced,True,Leaves,,,,"{'SNP(L)': {'pre': 2, 'post': 27, 'downstream': 12, 'upstream': 27, 'mito': 9, 'dark': 9}, 'SMP(L)': {'pre': 2, 'post': 27, 'downstream': 12, 'upstream': 27, 'mito': 9, 'dark': 9}}",,"['SMP(L)', 'SNP(L)']","['SMP(L)', 'SNP(L)']"
1485,88582,5812989041,WEDPN13_R,WEDPN13,205,235,1677,235,116,410700190,Traced,False,Roughly traced,ADM06,292.5,"[13882, 33037, 12880]","{'VLNP(R)': {'pre': 187, 'post': 204, 'downstream': 1566, 'upstream': 204, 'mito': 94, 'dark': 91, 'medium': 3}, 'PLP(R)': {'pre': 31, 'post': 18, 'downstream': 271, 'upstream': 18, 'mito': 11, 'dark': 11}, 'WED(R)': {'pre': 156, 'post': 186, 'downstream': 1295, 'upstream': 186, 'mito': 83, 'dark': 80, 'medium': 3}, 'PENP': {'pre': 18, 'post': 26, 'downstream': 111, 'upstream': 26, 'mito': 8, 'dark': 8}, 'SAD': {'pre': 18, 'post': 26, 'downstream': 111, 'upstream': 26, 'mito': 8, 'dark': 8}, 'SAD(-AMMC)': {'pre': 18, 'post': 26, 'downstream': 111, 'upstream': 26, 'mito': 8, 'dark': 8}, 'GNG': {'post': 5, 'upstream': 5, 'mito': 1, 'dark': 1}}",,"['GNG', 'PENP', 'PLP(R)', 'SAD', 'SAD(-AMMC)', 'VLNP(R)', 'WED(R)']","['PENP', 'PLP(R)', 'SAD', 'SAD(-AMMC)', 'VLNP(R)', 'WED(R)']"
1486,15969,848662441,KCab-c_R,KCab-c,170,511,605,511,81,245266002,Traced,False,Roughly traced,PDL01,301.0,"[19404, 14660, 10048]","{'MB(R)': {'pre': 170, 'post': 510, 'downstream': 605, 'upstream': 510, 'mito': 72, 'dark': 72}, 'aL(R)': {'pre': 70, 'post': 166, 'downstream': 227, 'upstream': 166, 'mito': 21, 'dark': 21}, 'a3(R)': {'pre': 24, 'post': 69, 'downstream': 81, 'upstream': 69, 'mito': 7, 'dark': 7}, 'MB(+ACA)(R)': {'pre': 170, 'post': 510, 'downstream': 605, 'upstream': 510, 'mito': 72, 'dark': 72}, 'a2(R)': {'pre': 21, 'post': 46, 'downstream': 75, 'upstream': 46, 'mito': 5, 'dark': 5}, 'CA(R)': {'pre': 21, 'post': 155, 'downstream': 82, 'upstream': 155, 'mito': 18, 'dark': 18}, 'a1(R)': {'pre': 25, 'post': 51, 'downstream': 71, 'upstream': 51, 'mito': 9, 'dark': 9}, 'PED(R)': {'pre': 25, 'post': 65, 'downstream': 86, 'upstream': 65, 'mito': 13, 'dark': 13}, 'bL(R)': {'pre': 54, 'post': 124, 'downstream': 210, 'upstream': 124, 'mito': 20, 'dark': 20}, 'b1(R)': {'pre': 32, 'post': 76, 'downstream': 130, 'upstream': 76, 'mito': 12, 'dark': 12}, 'b2(R)': {'pre': 22, 'post': 48, 'downstream': 80, 'upstream': 48, 'mito': 8, 'dark': 8}}",,"['CA(R)', 'MB(+ACA)(R)', 'MB(R)', 'PED(R)', 'a1(R)', 'a2(R)', 'a3(R)', 'aL(R)', 'b1(R)', 'b2(R)', 'bL(R)']","['CA(R)', 'MB(+ACA)(R)', 'MB(R)', 'PED(R)', 'a1(R)', 'a2(R)', 'a3(R)', 'aL(R)', 'b1(R)', 'b2(R)', 'bL(R)']"
1487,96913,5813111993,,,15,68,77,68,10,17037781,Traced,True,Leaves,,,,"{'VMNP': {'pre': 15, 'post': 68, 'downstream': 77, 'upstream': 68, 'mito': 10, 'dark': 10}, 'VES(L)': {'pre': 15, 'post': 68, 'downstream': 77, 'upstream': 68, 'mito': 10, 'dark': 10}}",,"['VES(L)', 'VMNP']","['VES(L)', 'VMNP']"
1488,53127,1887652066,,,10,28,36,28,8,6656059,Traced,True,Leaves,,,,"{'AL(L)': {'pre': 10, 'post': 28, 'downstream': 36, 'upstream': 28, 'mito': 8, 'dark': 7, 'medium': 1}, 'AL-DC1(L)': {'pre': 10, 'post': 28, 'downstream': 36, 'upstream': 28, 'mito': 7, 'dark': 6, 'medium': 1}}",,"['AL(L)', 'AL-DC1(L)']","['AL(L)', 'AL-DC1(L)']"
1489,66712,2186625871,,,83,332,520,332,71,324723305,Traced,True,Leaves,,,,"{'VMNP': {'pre': 59, 'post': 287, 'downstream': 382, 'upstream': 287, 'mito': 51, 'dark': 47, 'medium': 4}, 'VES(R)': {'pre': 56, 'post': 287, 'downstream': 361, 'upstream': 287, 'mito': 49, 'dark': 45, 'medium': 4}, 'VLNP(R)': {'pre': 23, 'post': 40, 'downstream': 134, 'upstream': 40, 'mito': 9, 'dark': 9}, 'WED(R)': {'pre': 23, 'post': 40, 'downstream': 134, 'upstream': 40, 'mito': 9, 'dark': 9}, 'PENP': {'post': 2, 'upstream': 2, 'mito': 1, 'dark': 1}, 'SAD': {'post': 2, 'upstream': 2, 'mito': 1, 'dark': 1}, 'SAD(-AMMC)': {'post': 2, 'upstream': 2, 'mito': 1, 'dark': 1}, 'IPS(R)': {'pre': 3, 'downstream': 21, 'mito': 2, 'dark': 2}}",,"['PENP', 'SAD', 'SAD(-AMMC)', 'VES(R)', 'VLNP(R)', 'VMNP', 'WED(R)']","['IPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'WED(R)']"
1490,47626,1784955164,,,20,9,151,9,12,19133335,Traced,True,Leaves,,,,"{'VMNP': {'pre': 19, 'post': 9, 'downstream': 146, 'upstream': 9, 'mito': 9, 'dark': 9}, 'VES(L)': {'pre': 19, 'post': 9, 'downstream': 146, 'upstream': 9, 'mito': 9, 'dark': 9}}",,"['VES(L)', 'VMNP']","['VES(L)', 'VMNP']"
1491,73754,2338584312,,,12,33,85,33,5,15495935,Traced,True,Leaves,,,,"{'OL(R)': {'pre': 12, 'post': 33, 'downstream': 85, 'upstream': 33, 'mito': 5, 'dark': 4, 'medium': 1}, 'LO(R)': {'pre': 12, 'post': 33, 'downstream': 85, 'upstream': 33, 'mito': 5, 'dark': 4, 'medium': 1}}",,"['LO(R)', 'OL(R)']","['LO(R)', 'OL(R)']"
1492,28272,1285750483,LT69_R,LT69,506,667,4104,667,363,1067257583,Traced,False,Roughly traced,PVL02,411.0,"[12729, 10619, 33392]","{'INP': {'pre': 82, 'post': 36, 'downstream': 736, 'upstream': 36, 'mito': 24, 'dark': 18, 'light': 3, 'medium': 3}, 'ICL(R)': {'pre': 71, 'post': 30, 'downstream': 640, 'upstream': 30, 'mito': 21, 'dark': 16, 'light': 2, 'medium': 3}, 'OL(R)': {'pre': 149, 'post': 545, 'downstream': 976, 'upstream': 545, 'mito': 207, 'dark': 193, 'light': 1, 'medium': 13}, 'LO(R)': {'pre': 149, 'post': 545, 'downstream': 976, 'upstream': 545, 'mito': 207, 'dark': 193, 'light': 1, 'medium': 13}, 'VLNP(R)': {'pre': 200, 'post': 70, 'downstream': 1745, 'upstream': 70, 'mito': 67, 'dark': 65, 'light': 1, 'medium': 1}, 'PLP(R)': {'pre': 200, 'post': 70, 'downstream': 1745, 'upstream': 70, 'mito': 67, 'dark': 65, 'light': 1, 'medium': 1}, 'IB': {'pre': 11, 'post': 6, 'downstream': 96, 'upstream': 6, 'mito': 3, 'dark': 2, 'light': 1}, 'VMNP': {'pre': 74, 'post': 16, 'downstream': 646, 'upstream': 16, 'mito': 26, 'dark': 26}, 'SPS(R)': {'pre': 74, 'post': 16, 'downstream': 646, 'upstream': 16, 'mito': 26, 'dark': 26}}",,"['IB', 'ICL(R)', 'INP', 'LO(R)', 'OL(R)', 'PLP(R)', 'SPS(R)', 'VLNP(R)', 'VMNP']","['IB', 'ICL(R)', 'INP', 'LO(R)', 'OL(R)', 'PLP(R)', 'SPS(R)', 'VLNP(R)', 'VMNP']"
1493,29498,1320169573,,,3,3,22,3,1,1552648,Traced,True,Leaves,,,,"{'INP': {'pre': 3, 'post': 3, 'downstream': 22, 'upstream': 3, 'mito': 1, 'dark': 1}, 'ICL(L)': {'pre': 3, 'post': 3, 'downstream': 22, 'upstream': 3, 'mito': 1, 'dark': 1}}",,"['ICL(L)', 'INP']","['ICL(L)', 'INP']"
1494,74576,2344865280,,,6,3,40,3,2,4180909,Traced,True,Leaves,,,,"{'VMNP': {'pre': 6, 'post': 3, 'downstream': 40, 'upstream': 3, 'mito': 2, 'dark': 2}, 'VES(R)': {'pre': 6, 'post': 3, 'downstream': 40, 'upstream': 3, 'mito': 2, 'dark': 2}}",,"['VES(R)', 'VMNP']","['VES(R)', 'VMNP']"
